100 	0	10066453 	1
100 	0	10081001 	1
100 	0	10081002 	1
100 	0	10194562 	1
100 	0	10211543 	1
100 	0	10215040 	1
100 	0	10228596 	1
100 	0	10356882 	1
100 	0	10649777 	1
100 	0	10677801 	1
100 	0	10831279 	1
100 	0	11002264 	1
100 	0	11023903 	1
100 	0	11088559 	1
100 	0	11159443 	1
100 	0	11249635 	1
100 	0	11257031 	1
100 	0	11301019 	1
100 	0	11321159 	1
100 	0	11327800 	1
100 	0	11327801 	1
100 	0	11473808 	1
100 	0	11536285 	1
100 	0	11575795 	1
100 	0	11593359 	1
100 	0	11605015 	1
100 	0	11750982 	1
100 	0	11772607 	1
100 	0	11833774 	1
100 	0	11835671 	1
100 	0	11907835 	1
100 	0	12011227 	1
100 	0	12099377 	1
100 	0	12100989 	1
100 	0	12112645 	1
100 	0	12140740 	1
100 	0	12147133 	1
100 	0	12147134 	1
100 	0	12147137 	1
100 	0	12175426 	1
100 	0	12188187 	1
100 	0	12189529 	1
100 	0	12194203 	1
100 	0	12215892 	1
100 	0	12378637 	1
100 	0	12483315 	1
100 	0	12565999 	1
100 	0	12625756 	1
100 	0	12625758 	1
100 	0	12625759 	1
100 	0	12648161 	1
100 	0	12907953 	1
100 	0	12915125 	1
100 	0	12941161 	1
100 	0	14583405 	1
100 	0	7659501 	1
100 	0	7756542 	1
100 	0	7772375 	1
100 	0	7866872 	1
100 	0	7873174 	1
100 	0	8020717 	1
100 	0	8049351 	1
100 	0	8058638 	1
100 	0	8061622 	1
100 	0	8158003 	1
100 	0	8764686 	1
100 	0	9163720 	1
100 	0	9336174 	1
100 	0	9482256 	1
100 	0	9560396 	1
100 	0	9563509 	1
100 	0	9663336 	1
100 	0	9714890 	1
100 	0	9724707 	1
101 	0	10631683 	1
101 	0	10705956 	1
101 	0	10807041 	1
101 	0	10832634 	1
101 	0	11035961 	1
101 	0	11142348 	1
101 	0	11857676 	1
101 	0	11879788 	1
101 	0	12030435 	1
101 	0	12073343 	1
101 	0	12199715 	1
101 	0	12241552 	1
101 	0	12706072 	1
101 	0	7650008 	1
101 	0	7797568 	1
101 	0	7827501 	1
101 	0	7883193 	1
101 	0	8647462 	1
101 	0	8932386 	1
101 	0	9504423 	1
102 	0	10070767 	1
102 	0	10099220 	1
102 	0	10357136 	1
102 	0	10382829 	1
102 	0	10403052 	1
102 	0	10743199 	1
102 	0	10768787 	1
102 	0	11426597 	1
102 	0	11709844 	1
102 	0	11888325 	1
103 	0	10074454 	1
103 	0	10087620 	1
103 	0	10103104 	1
103 	0	10208877 	1
103 	0	10328944 	1
103 	0	10361722 	1
103 	0	10364351 	1
103 	0	10364548 	1
103 	0	10379808 	1
103 	0	10393101 	1
103 	0	10404149 	1
103 	0	10427065 	1
103 	0	10436022 	1
103 	0	10437986 	1
103 	0	10481098 	1
103 	0	10486232 	1
103 	0	10506758 	1
103 	0	10531012 	1
103 	0	11180619 	1
103 	0	11595760 	1
103 	0	11737944 	1
103 	0	11891120 	1
103 	0	12502749 	1
103 	0	9013339 	1
103 	0	9790864 	1
104 	0	10219233 	1
104 	0	10720462 	1
104 	0	11549760 	1
104 	0	8922375 	1
105 	0	10214699 	1
105 	0	10223346 	1
105 	0	10357205 	1
105 	0	10364618 	1
105 	0	10391862 	1
105 	0	10410966 	1
105 	0	10477893 	1
105 	0	10648858 	1
105 	0	10681042 	1
105 	0	10681047 	1
105 	0	10753056 	1
105 	0	10857085 	1
105 	0	10915085 	1
105 	0	10915844 	1
105 	0	10952411 	1
105 	0	11116524 	1
105 	0	11225032 	1
105 	0	11281270 	1
105 	0	11289229 	1
105 	0	11324462 	1
105 	0	11350307 	1
105 	0	11359822 	1
105 	0	11394692 	1
105 	0	11694296 	1
105 	0	11694307 	1
105 	0	11724543 	1
105 	0	11787268 	1
105 	0	11831753 	1
105 	0	12088882 	1
105 	0	12171730 	1
105 	0	12455776 	1
105 	0	12472180 	1
105 	0	12472184 	1
105 	0	12816926 	1
105 	0	7493338 	1
105 	0	7502491 	1
105 	0	7503987 	1
105 	0	7505010 	1
105 	0	7506859 	1
105 	0	7524899 	1
105 	0	7544710 	1
105 	0	7550681 	1
105 	0	7581699 	1
105 	0	7586979 	1
105 	0	7602098 	1
105 	0	7648333 	1
105 	0	7655191 	1
105 	0	7730720 	1
105 	0	7734933 	1
105 	0	7771806 	1
